S 00286 0 1 18AFE 0000EF2B 00009E47 000067C3 0000798A 00004D8D 00005ED6 0000F06D 00006A8C 003E4355 003E410E 003E4048 003E406A 003E40F8 003E4343 003E5200 8BB2F793
S 0028C 0 1 19054 00007922 000058DC 0000B77C 00001C01 00004E9D 0000C31E 00001331 00006E3E 003E4307 003E4042 003E4061 003E41BD 003E420B 003E41D6 003E5200 E432D2CE
S 00292 0 1 13CDA 000003C7 0000A4D3 0000AFD5 0000AE96 0000FE4E 000007E2 0000BB07 000060C6 003E435D 003E415B 003E40C7 003E41AE 003E436F 003E4244 003E5200 B2DA4FD2
S 00300 0 1 003EA 00004844 0000CC57 0000EF18 00009040 000017B5 0000CD20 000016F9 000030E5 003E4154 003E433B 003E4223 003E400F 003E42FD 003E4133 003E5200 D3926297
S 00306 0 1 00580 00004333 0000906A 00004696 0000B2BF 0000C1F4 00001102 0000D097 0000850A 003E4357 003E40FB 003E428A 003E403F 003E420C 003E4243 003E5200 0926D404
S 003E8 0 1 18658 000077B3 0000EBBE 0000B0BE 0000C970 0000968B 00007CD6 0000B58D 0000B7F5 003E4333 003E4035 003E40F2 003E4049 003E409F 003E413C 003E5200 D3827753
S 003EA 0 1 00618 0000825C 0000D50A 000065A9 000051FF 00005567 0000C3A7 00009357 0000A260 003E4267 003E42FD 003E4218 003E4306 003E4243 003E40D0 003E5200 972619D6
S 0042A 0 1 09188 00008F40 0000A36B 00001068 0000DFC6 00007277 0000F6D7 00003F45 00004537 003E408D 003E413C 003E437E 003E41B3 003E4332 003E4201 003E5200 19D3CD97
S 00430 0 1 00434 0000D867 00009633 00005145 00003E79 00001B6B 00004FBA 00001E45 00009A5A 003E41AB 003E42B2 003E4378 003E4035 003E40FE 003E42AE 003E5200 3492CE79
S 00438 0 1 18564 000043B2 0000047E 000071E2 0000992C 0000D230 0000A0CA 00007895 00001D18 003E40C9 003E40D1 003E424C 003E426B 003E42AB 003E4327 003E5200 6207A26E
S 00512 0 1 0051A 0000E5E1 000093C6 00002EB2 0000342E 00009DB0 0000EF5B 00004E3B 00004806 003E429E 003E428D 003E4377 003E42F4 003E415F 003E41D5 003E5200 35F31B74
S 0052A 0 1 3E6000 000096AD 0000DC9A 00005606 00009EE2 00006BA4 00004400 00007668 00001F87 003E4177 003E42CD 003E42E6 003E4260 003E40D1 003E42F5 003E5200 EDEEA715
S 00534 0 1 18564 0000B419 0000987B 00001891 0000D55E 0000E974 00005108 00003EC1 00005DB2 003E4028 003E40E3 003E41A7 003E400B 003E42A2 003E42A8 003E5200 AE349AC6
S 00580 0 1 00586 0000D131 000095CF 000096C4 0000AF96 0000D31D 00005C03 0000A868 00001855 003E4141 003E4013 003E4235 003E4228 003E4136 003E4114 003E5200 11EED8B4
S 005B4 0 1 005B6 00009CAF 0000C2EA 00005B32 000038D6 000011F8 000041B5 0000A4D1 000035A7 003E4062 003E41E1 003E400C 003E40F9 003E40AB 003E4031 003E5200 2697898E
S 00618 0 1 3E6000 00003BBA 0000A832 0000499F 0000F683 000014AD 000033E2 000057CF 0000A32F 003E4252 003E41CF 003E4178 003E4184 003E40CD 003E42D8 003E5200 28AD137A
S 00620 0 1 133B2 0000D3A4 0000AE52 000045A3 00000AB7 0000DC68 0000825E 00000396 0000AD05 003E407F 003E4047 003E41A8 003E40C8 003E4135 003E41FF 003E5200 BB64A27F
S 00626 0 1 00628 00002700 0000E3BE 000021BD 00000813 0000C490 0000615B 0000016F 0000BDBC 003E403B 003E403A 003E436A 003E424A 003E40CE 003E4303 003E5200 C03E17D8
S 0062E 0 1 00632 0000A680 00005C50 00003ACC 00004AD9 0000E83E 0000D01B 0000DF6C 00009C35 003E40CB 003E4303 003E415E 003E41B4 003E4095 003E4220 003E5200 69ECE1B2
